anpr_backend  | INFO:     Started server process [1]
anpr_backend  | 2026-06-06 01:10:09,189 [INFO] ws_manager: Dashboard client disconnected. Total: 0
anpr_backend  | INFO:     connection closed
anpr_backend  | INFO:     172.18.0.1:43928 - "GET /api/v1/vehicles/?nim=2021184750 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:43928 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:43928 - "GET /api/v1/vehicles/sessions?nim=2021184750 HTTP/1.1" 200 OK
anpr_backend  | INFO:     ('172.18.0.1', 37978) - "WebSocket /ws/gate-events?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJkYXNoYm9hcmRfdXNlciIsImlzcyI6Iml0Yi1wYXJraW5nLWJhY2tlbmQiLCJpYXQiOjE3ODA3MDc3MjYsImV4cCI6MTc4MDczNjUyNiwibmltIjoiMTM1MjUwMDEiLCJuYW1lIjoiTWljaGFlbCBBYmR1aCJ9.n0YNzI6KGCrGrLTHDFTk6LH02R9MnJSbiLbWM_Fp-W8" [accepted]
anpr_backend  | 2026-06-06 01:10:09,823 [INFO] ws_manager: Dashboard client connected. Total: 1
anpr_backend  | INFO:     connection open
anpr_backend  | INFO:     172.18.0.1:37962 - "GET /api/v1/gate/history?limit=200 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/vehicles/?nim=13525001 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/vehicles/?nim=13525001 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/vehicles/sessions?nim=2021184750 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/vehicles/?nim=13525001 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/vehicles/sessions?nim=2021184750 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/history?limit=200 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/vehicles/?nim=13525001 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/vehicles/?nim=13525001 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/vehicles/sessions?nim=2021184750 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/vehicles/?nim=13525001 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:37974 - "GET /api/v1/gate/history?limit=200 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:57190 - "GET /api/v1/vehicles/sessions?nim=2021184750 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:57190 - "GET /api/v1/vehicles/?nim=13525001 HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:57190 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:35948 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
anpr_backend  | INFO:     172.18.0.1:47248 - "GET /api/v1/gate/status HTTP/1.1" 200 OK
